Flight Number,Date,Taxi Takeoff,Average Delay Takeoff,Gate Departure Actual,Gate Departure Estimated,Takeoff Actual,Takeoff Estimated,Taxi Landing,Average Delay Landing,Landing Actual,Landing Estimated,Gate Arrival Actual,Gate Arrival Estimated
AAL2800,SUNDAY 21-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,05:25PM MST,Scheduled 05:07PM MST,05:43PM MST,Scheduled 05:17PM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,06:25PM PDT,Scheduled 06:02PM PDT,06:30PM PDT,Scheduled 06:21PM PDT
FFT4047,SUNDAY 21-APR-2024,Taxi Time: 14 minutes,Average Delay: 10-20 minutes,05:19PM MST,Scheduled 04:33PM MST,05:33PM MST,Scheduled 04:43PM MST,Taxi Time: 14 minutes,Average Delay: 10-20 minutes,06:15PM PDT,Scheduled 05:26PM PDT,06:21PM PDT,Scheduled 05:50PM PDT
,,,,,,,,,,,,,
,,,,,,,,,,,,,
FFT1895,SUNDAY 21-APR-2024,Taxi Time: 13 minutes,Average Delay: 40 minutes - 1 hour,02:23PM MST,Scheduled 02:31PM MST,02:36PM MST,Scheduled 02:41PM MST,Taxi Time: 13 minutes,Average Delay: 40 minutes - 1 hour,03:19PM PDT,Scheduled 03:28PM PDT,03:26PM PDT,Scheduled 03:45PM PDT
AAL2760,SUNDAY 21-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,01:57PM MST,Scheduled 02:00PM MST,02:10PM MST,Scheduled 02:10PM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,02:52PM PDT,Scheduled 02:54PM PDT,02:57PM PDT,Scheduled 03:11PM PDT
SWA105,SUNDAY 21-APR-2024,Taxi Time: 19 minutes,Average Delay: 10-20 minutes,02:46PM MST,Scheduled 01:55PM MST,03:05PM MST,Scheduled 02:05PM MST,Taxi Time: 19 minutes,Average Delay: 10-20 minutes,03:49PM PDT,Scheduled 02:50PM PDT,03:54PM PDT,Scheduled 03:05PM PDT
SWA4276,SUNDAY 21-APR-2024,Taxi Time: 12 minutes,Average Delay: 20-40 minutes,01:39PM MST,Scheduled 12:55PM MST,01:51PM MST,Scheduled 01:05PM MST,Taxi Time: 12 minutes,Average Delay: 20-40 minutes,02:34PM PDT,Scheduled 01:50PM PDT,02:42PM PDT,Scheduled 02:05PM PDT
NKS2043,SUNDAY 21-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,11:33AM MST,Scheduled 11:35AM MST,11:46AM MST,Scheduled 11:45AM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,12:31PM PDT,Scheduled 12:32PM PDT,12:35PM PDT,Scheduled 12:48PM PDT
SWA4174,SUNDAY 21-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,11:08AM MST,Scheduled 11:05AM MST,11:24AM MST,Scheduled 11:15AM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,12:08PM PDT,Scheduled 12:00PM PDT,12:14PM PDT,Scheduled 12:15PM PDT
FFT1085,SUNDAY 21-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:54AM MST,Scheduled 11:03AM MST,11:09AM MST,Scheduled 11:13AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:56AM PDT,Scheduled 12:00PM PDT,12:08PM PDT,Scheduled 12:19PM PDT
AAL440,SUNDAY 21-APR-2024,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,10:27AM MST,Scheduled 10:25AM MST,10:48AM MST,Scheduled 10:35AM MST,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,11:32AM PDT,Scheduled 11:21AM PDT,11:38AM PDT,Scheduled 11:46AM PDT
SWA2500,SUNDAY 21-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:30AM MST,Scheduled 09:30AM MST,09:44AM MST,Scheduled 09:40AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,10:26AM PDT,Scheduled 10:30AM PDT,10:32AM PDT,Scheduled 10:40AM PDT
SWA2241,SUNDAY 21-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:29AM MST,Scheduled 08:30AM MST,08:43AM MST,Scheduled 08:40AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:27AM PDT,Scheduled 09:24AM PDT,09:36AM PDT,Scheduled 09:40AM PDT
AAL1611,SUNDAY 21-APR-2024,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,07:29AM MST,Scheduled 07:25AM MST,07:48AM MST,Scheduled 07:35AM MST,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,08:33AM PDT,Scheduled 08:19AM PDT,08:38AM PDT,Scheduled 08:38AM PDT
SWA6050,SUNDAY 21-APR-2024,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,06:54AM MST,Scheduled 07:00AM MST,07:04AM MST,Scheduled 07:10AM MST,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,07:48AM PDT,Scheduled 07:54AM PDT,07:55AM PDT,Scheduled 08:10AM PDT
SWA5690,SUNDAY 21-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,06:02AM MST,Scheduled 06:05AM MST,06:13AM MST,Scheduled 06:15AM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,06:58AM PDT,Scheduled 07:02AM PDT,07:03AM PDT,Scheduled 07:15AM PDT
